#locus_id	chrom	start	end	strand	genome_build	l1_family	cancer_type	n_samples_detected	coordinate_confidence
L1SOI-chr15-039115237-039115238-+	chr15	39115237	39115238	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-104548351-104548366--	chr3	104548351	104548366	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-107430005-107430006-+	chr3	107430005	107430006	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-156989848-156989849--	chr3	156989848	156989849	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-162499207-162499208-+	chr4	162499207	162499208	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-079561563-079561564--	chr7	79561563	79561564	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-104619825-104619826--	chr9	104619825	104619826	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-056414680-056414681-+	chr1	56414680	56414681	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-105949958-105949959--	chr1	105949958	105949959	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-191827438-191827439--	chr1	191827438	191827439	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr10-015046061-015046062--	chr10	15046061	15046062	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr11-014906301-014906302--	chr11	14906301	14906302	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-074940975-074940976-+	chr13	74940975	74940976	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-091371880-091371881-unknown	chr13	91371880	91371881	unknown	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-064001727-064001728--	chr18	64001727	64001728	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-029527905-029527906--	chr2	29527905	29527906	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-077318103-077318114--	chr2	77318103	77318114	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-185861859-185861876-+	chr2	185861859	185861876	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr21-023702700-023702701-+	chr21	23702700	23702701	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-164264562-164264564--	chr3	164264562	164264564	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-136749411-136749412--	chr4	136749411	136749412	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-138440513-138440514--	chr4	138440513	138440514	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-015497843-015497844-+	chr5	15497843	15497844	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-030586521-030586522--	chr5	30586521	30586522	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-010594579-010594580-+	chr6	10594579	10594580	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-070197172-070197173--	chr7	70197172	70197173	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr8-000797386-000797387--	chr8	797386	797387	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr8-071783102-071783103--	chr8	71783102	71783103	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-076448057-076448058-+	chr9	76448057	76448058	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-122694490-122694491-+	chr9	122694490	122694491	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chrX-098278863-098278864-+	chrX	98278863	98278864	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-095871359-095871360--	chr1	95871359	95871360	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-215843492-215843493--	chr1	215843492	215843493	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-216831534-216831535--	chr1	216831534	216831535	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr10-023860768-023860769-+	chr10	23860768	23860769	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr11-101688212-101688213-+	chr11	101688212	101688213	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr11-105236166-105236167-+	chr11	105236166	105236167	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-017918937-017918938-+	chr12	17918937	17918938	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-040247711-040247712--	chr13	40247711	40247712	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-070596941-070596942--	chr13	70596941	70596942	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-040321939-040321944-+	chr14	40321939	40321944	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr19-057091220-057091221--	chr19	57091220	57091221	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-030923137-030923138--	chr2	30923137	30923138	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-041654620-041654621-+	chr2	41654620	41654621	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-056754886-056754887-+	chr2	56754886	56754887	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-105073826-105073827--	chr2	105073826	105073827	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-036583746-036583747--	chr3	36583746	36583747	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-096352658-096352659-+	chr3	96352658	96352659	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-106452834-106452835-+	chr3	106452834	106452835	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-135258883-135258884--	chr4	135258883	135258884	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-175515138-175515139-+	chr4	175515138	175515139	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-009378211-009378213-+	chr5	9378211	9378213	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-082334445-082334446-+	chr6	82334445	82334446	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr8-077377893-077377894--	chr8	77377893	77377894	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-013267163-013267164-+	chr9	13267163	13267164	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-083854880-083854881--	chr9	83854880	83854881	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-159048886-159048887-+	chr1	159048886	159048887	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-217152565-217152568--	chr1	217152565	217152568	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr10-002248508-002248509-+	chr10	2248508	2248509	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr11-056085146-056085158--	chr11	56085146	56085158	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-083929954-083929968--	chr12	83929954	83929968	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-057016910-057016911--	chr13	57016910	57016911	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-067526519-067526525--	chr13	67526519	67526525	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr16-062000818-062000819-+	chr16	62000818	62000819	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-011257128-011257130-+	chr18	11257128	11257130	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr19-057263387-057263390--	chr19	57263387	57263390	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-080164243-080164244-+	chr2	80164243	80164244	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-104763282-104763283-+	chr2	104763282	104763283	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-141686586-141686587--	chr2	141686586	141686587	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-230573565-230573567--	chr2	230573565	230573567	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr20-007203013-007203015--	chr20	7203013	7203015	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-026402453-026402454-+	chr3	26402453	26402454	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-103569421-103569422--	chr3	103569421	103569422	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-137051319-137051320--	chr4	137051319	137051320	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-051918324-051918330--	chr5	51918324	51918330	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-082080293-082080294--	chr6	82080293	82080294	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-094021835-094021836--	chr6	94021835	94021836	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-127381954-127381955-+	chr6	127381954	127381955	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-039925979-039925980--	chr7	39925979	39925980	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-068477211-068477212-+	chr7	68477211	68477212	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr8-065688804-065688805--	chr8	65688804	65688805	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr8-088660340-088660341-+	chr8	88660340	88660341	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-012988475-012988478--	chr9	12988475	12988478	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-030793060-030793061-+	chr9	30793060	30793061	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-077142222-077142223--	chr9	77142222	77142223	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-108841058-108841059-+	chr9	108841058	108841059	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-049033950-049033951--	chr1	49033950	49033951	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-054354762-054354763--	chr1	54354762	54354763	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-073051852-073051853--	chr1	73051852	73051853	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-090869097-090869098-+	chr1	90869097	90869098	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-102797283-102797296--	chr1	102797283	102797296	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-186148565-186148566-+	chr1	186148565	186148566	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-240978948-240978949--	chr1	240978948	240978949	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr10-002521214-002521215-+	chr10	2521214	2521215	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr10-007658367-007658368--	chr10	7658367	7658368	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr10-010426678-010426679-+	chr10	10426678	10426679	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr10-019947353-019947354--	chr10	19947353	19947354	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr10-036047337-036047338--	chr10	36047337	36047338	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr10-067682269-067682270-+	chr10	67682269	67682270	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr10-070426671-070426675-+	chr10	70426671	70426675	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr10-084797422-084797423-+	chr10	84797422	84797423	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr10-107091137-107091138--	chr10	107091137	107091138	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr10-107355749-107355750-+	chr10	107355749	107355750	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr10-129849718-129849719-+	chr10	129849718	129849719	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr11-084375181-084375182--	chr11	84375181	84375182	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr11-092346599-092346600-+	chr11	92346599	92346600	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr11-112126219-112126220--	chr11	112126219	112126220	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr11-112875640-112875641--	chr11	112875640	112875641	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-084652170-084652171-unknown	chr12	84652170	84652171	unknown	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-087421162-087421290--	chr12	87421162	87421290	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-022711568-022711570--	chr13	22711568	22711570	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr14-093963735-093963736--	chr14	93963735	93963736	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-054831943-054831944--	chr15	54831943	54831944	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-098333525-098333526-+	chr15	98333525	98333526	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr16-017857116-017857117-+	chr16	17857116	17857117	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-018772178-018772179--	chr18	18772178	18772179	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-041796074-041796075-+	chr18	41796074	41796075	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-050061879-050061880--	chr18	50061879	50061880	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-057100428-057100429-+	chr18	57100428	57100429	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr19-029016358-029016359-+	chr19	29016358	29016359	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr19-029599244-029599245--	chr19	29599244	29599245	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-030307919-030307920-+	chr2	30307919	30307920	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-034991372-034991373--	chr2	34991372	34991373	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-056525667-056525668--	chr2	56525667	56525668	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-057030744-057030745-+	chr2	57030744	57030745	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-095495674-095495675--	chr2	95495674	95495675	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-106261603-106261604--	chr2	106261603	106261604	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-177891383-177891384--	chr2	177891383	177891384	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-196885669-196885670-+	chr2	196885669	196885670	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-215715766-215715767--	chr2	215715766	215715767	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-222819013-222819014-+	chr2	222819013	222819014	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-229144336-229144337-+	chr2	229144336	229144337	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr20-007907593-007907594--	chr20	7907593	7907594	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr21-018234290-018234303-+	chr21	18234290	18234303	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-033299913-033299914-+	chr3	33299913	33299914	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-043009129-043009130--	chr3	43009129	43009130	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-078467060-078467061--	chr3	78467060	78467061	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-086057955-086057959-+	chr3	86057955	86057959	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-086082106-086082107-+	chr3	86082106	86082107	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-140210284-140210287--	chr3	140210284	140210287	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-158250331-158250332--	chr3	158250331	158250332	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-057832921-057832922-+	chr4	57832921	57832922	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-118465269-118465270-+	chr4	118465269	118465270	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-135929744-135929745-+	chr4	135929744	135929745	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-136993268-136993269--	chr4	136993268	136993269	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-156782517-156782518-+	chr4	156782517	156782518	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-167780514-167780515--	chr4	167780514	167780515	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-016073629-016073630--	chr5	16073629	16073630	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-018695466-018695467-+	chr5	18695466	18695467	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-098510722-098510723--	chr5	98510722	98510723	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-119461389-119461390-+	chr5	119461389	119461390	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-158397004-158397005-+	chr5	158397004	158397005	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-167303354-167303355--	chr5	167303354	167303355	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-012785694-012785695--	chr6	12785694	12785695	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-076155810-076155811--	chr6	76155810	76155811	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-079336233-079336240--	chr6	79336233	79336240	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-039446468-039446473-+	chr7	39446468	39446473	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-069892658-069892659--	chr7	69892658	69892659	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-087198844-087198845-+	chr7	87198844	87198845	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr8-013366586-013366587-+	chr8	13366586	13366587	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr8-091431247-091431248-+	chr8	91431247	91431248	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr8-096580443-096580444--	chr8	96580443	96580444	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr8-098237936-098237937-+	chr8	98237936	98237937	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr8-112510443-112510450--	chr8	112510443	112510450	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr8-121225670-121225671-+	chr8	121225670	121225671	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-011507742-011507743-+	chr9	11507742	11507743	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-019592746-019592747-+	chr9	19592746	19592747	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-029263864-029263865-+	chr9	29263864	29263865	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-030395704-030395710-+	chr9	30395704	30395710	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-076752894-076752895-+	chr9	76752894	76752895	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-082744030-082744031-unknown	chr9	82744030	82744031	unknown	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-088832535-088832536-+	chr9	88832535	88832536	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-104659182-104659183-+	chr9	104659182	104659183	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chrX-004843174-004843175-+	chrX	4843174	4843175	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chrX-042646479-042646480--	chrX	42646479	42646480	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chrX-072374191-072374192-+	chrX	72374191	72374192	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chrX-078406844-078406845--	chrX	78406844	78406845	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chrX-120544538-120544539--	chrX	120544538	120544539	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chrX-124206180-124206181--	chrX	124206180	124206181	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr10-091933884-091933885--	chr10	91933884	91933885	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr11-026779534-026779535-+	chr11	26779534	26779535	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr11-085185260-085185261-+	chr11	85185260	85185261	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr11-106780666-106780669-+	chr11	106780666	106780669	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-060056759-060056760--	chr12	60056759	60056760	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-072493528-072493540-+	chr12	72493528	72493540	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-094507543-094507544--	chr15	94507543	94507544	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-096021345-096021348--	chr15	96021345	96021348	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr16-083826892-083826893-+	chr16	83826892	83826893	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-041243169-041243170-+	chr18	41243169	41243170	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-011953405-011953406--	chr2	11953405	11953406	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr22-048283749-048283750--	chr22	48283749	48283750	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-116445776-116445777--	chr3	116445776	116445777	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-027673339-027673340-+	chr4	27673339	27673340	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-067739498-067739499-+	chr4	67739498	67739499	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-117270705-117270706-+	chr4	117270705	117270706	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-137448149-137448150-+	chr4	137448149	137448150	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-129165486-129165489--	chr5	129165486	129165489	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-057574147-057574155-+	chr6	57574147	57574155	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-020616777-020616778--	chr7	20616777	20616778	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-048627320-048627324-+	chr7	48627320	48627324	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-053231088-053231089-unknown	chr7	53231088	53231089	unknown	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr8-041293894-041293895-+	chr8	41293894	41293895	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr8-065668236-065668237--	chr8	65668236	65668237	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr8-107911986-107911987--	chr8	107911986	107911987	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-026338771-026338772--	chr9	26338771	26338772	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr9-105379908-105379909-+	chr9	105379908	105379909	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chrX-142436136-142436137-+	chrX	142436136	142436137	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-015154731-015154732--	chr1	15154731	15154732	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr11-106312375-106312376--	chr11	106312375	106312376	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr12-023000394-023000395-+	chr12	23000394	23000395	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-029428862-029428863-+	chr13	29428862	29428863	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-098428592-098428593-+	chr15	98428592	98428593	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-070576492-070576498--	chr18	70576492	70576498	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-061219584-061219620-+	chr2	61219584	61219620	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-084039835-084039836--	chr2	84039835	84039836	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-227981735-227981736--	chr2	227981735	227981736	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr4-133292930-133292935-+	chr4	133292930	133292935	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-014977122-014977123--	chr5	14977122	14977123	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-029900962-029900963-+	chr5	29900962	29900963	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr5-110162756-110162757--	chr5	110162756	110162757	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr6-054247721-054247722-+	chr6	54247721	54247722	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-039591791-039591792-+	chr7	39591791	39591792	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr7-046703416-046703417-+	chr7	46703416	46703417	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr8-079822648-079822649--	chr8	79822648	79822649	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr8-109115580-109115581--	chr8	109115580	109115581	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-112659702-112659705--	chr1	112659702	112659705	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr1-214442850-214442855-+	chr1	214442850	214442855	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr11-041017925-041017926-+	chr11	41017925	41017926	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr11-097979175-097979176-unknown	chr11	97979175	97979176	unknown	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-075177983-075177984-+	chr13	75177983	75177984	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr13-083549651-083549654-+	chr13	83549651	83549654	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr15-037762764-037762765-+	chr15	37762764	37762765	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr18-050773563-050773564--	chr18	50773563	50773564	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-104057671-104057672-+	chr2	104057671	104057672	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-143707390-143707391--	chr2	143707390	143707391	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-195384974-195384977-+	chr2	195384974	195384977	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr2-226152014-226152015-+	chr2	226152014	226152015	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr20-006852023-006852029-+	chr20	6852023	6852029	+	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr20-058826592-058826593--	chr20	58826592	58826593	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr21-032511941-032511942--	chr21	32511941	32511942	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-146763528-146763529--	chr3	146763528	146763529	-	hg19	L1HS	Eso-AdenoCA	1	high
L1SOI-chr3-174235678-174235681-+	chr3	174235678	174235681	+	hg19	L1HS	Eso-AdenoCA	1	high
